chrom	window_start	window_end	WW5-5	WW2-6	WW5-3	WW5-6	WW5-4	WW1-4	WW2-1	WW5-1	WW3-1	WW1-2	BH3-2	WW2-5
OX359246.1	49000000	49200000	0.000495	0.000265	0.00045	0.00028	0.00167	0.000475	0.00031	0.00158	0.001505	0.00162	0.00034	0.00043
OX359246.1	49200000	49400000	0.00077	0.00176	0.001355	0.001715	0.00325	0.00154	0.00151	0.00247	0.00302	0.00333	0.001625	0.001255
OX359246.1	49400000	49600000	6.5e-05	0.0001	9.5e-05	0.00011	0.000955	6.5e-05	0.0001	0.000905	0.00093	0.000965	5e-05	6.5e-05
OX359246.1	49600000	49800000	0.00022	0.00025	0.000205	0.000235	0.001465	0.000195	0.0003	0.001525	0.001325	0.001295	0.000265	0.000325
OX359246.1	49800000	50000000	0.000255	0.000255	0.00024	0.00036	0.000405	0.000265	0.000265	0.000135	0.00026	0.0003	0.000235	0.000345
OX359246.1	50000000	50200000	0.000165	0.000365	0.000135	0.00063	0.00059	0.000285	0.000375	0.000725	0.000555	0.002015	0.000365	0.000745
OX359246.1	50200000	50400000	0.00065	0.00055	0.000685	0.001315	0.00139	0.000415	0.0006	0.00132	0.00062	0.001805	0.00041	0.00121
OX359246.1	50400000	50600000	0.00025	0.00024	0.00015	0.00193	0.002	0.00022	0.000295	0.00197	0.00019	0.001895	0.000225	0.001955
OX359246.1	50600000	50800000	1e-05	1e-05	0.0	1e-05	1.5e-05	1e-05	1e-05	0.0	1e-05	0.0	2e-05	0.0
OX359246.1	50800000	51000000												
OX359246.1	51000000	51200000												
OX359246.1	51200000	51400000	0.0	1e-05	3.5e-05	5e-06	1e-05	1e-05	0.0	3.5e-05	2.5e-05	5e-05	0.0	1e-05
OX359246.1	51400000	51600000	5e-06	0.0	5e-06	0.000395	0.000405	5e-06	5e-06	0.000385	1e-05	0.000405	0.0	0.000385
OX359246.1	51600000	51800000	0.000125	0.000155	0.00017	0.001285	0.001265	4.5e-05	8.5e-05	0.00137	8.5e-05	0.001285	8.5e-05	0.001355
OX359246.1	51800000	52000000	8e-05	0.000495	0.000355	0.00224	0.00237	0.000505	0.000245	0.002475	0.000315	0.002355	0.000455	0.002515
OX359246.1	52000000	52200000	8e-05	8.5e-05	0.00014	0.00264	0.00286	0.00014	0.0001	0.0028	0.00035	0.002795	0.000105	0.002625
OX359246.1	52200000	52400000	0.000375	0.0003	0.00027	0.000805	0.000595	0.00039	0.000235	0.0007	0.00156	0.00181	0.000205	0.00072
OX359246.1	52400000	52600000	0.000845	0.000855	0.00064	0.000755	0.00089	0.000265	0.000585	0.00089	0.00056	0.00086	0.000595	0.00068
OX359246.1	52600000	52800000	0.00044	0.00043	0.00047	0.001405	0.001395	0.000445	0.000475	0.00139	0.00042	0.00263	0.00041	0.00141
OX359246.1	52800000	53000000	0.00023	0.00067	0.00057	0.00124	0.000995	0.000245	0.000315	0.00092	0.00028	0.00062	0.000485	0.000825
OX359246.1	53000000	53200000	2e-05	0.00191	0.001225	0.00087	0.001315	0.00134	0.001235	0.001265	0.000325	0.00082	3.5e-05	0.000795
OX359246.1	53200000	53400000	0.00039	0.001565	0.001395	0.00042	0.000515	0.001475	0.000415	0.00025	0.00086	0.0009	0.000285	0.00076
OX359246.1	53400000	53600000	0.000595	0.001625	0.00163	0.00068	0.000665	0.00244	0.00085	0.000705	0.00215	0.00131	0.000615	0.001825
OX359246.1	53600000	53800000	5e-06	0.002005	0.001795	0.000905	0.00171	0.00169	0.002145	0.00146	0.00183	0.001785	0.000195	0.001315
OX359246.1	53800000	54000000	2e-05	0.0012	0.002405	0.000985	0.003335	0.00349	0.00133	0.002525	0.00288	0.00245	2e-05	0.001785
OX359246.1	54000000	54200000	0.00014	0.001035	0.00275	0.002315	0.003615	0.002205	0.001315	0.000925	0.002205	0.002455	0.000435	0.001835
OX359246.1	54200000	54400000	0.00233	0.002745	0.003045	0.003945	0.00436	0.003265	0.00322	0.00257	0.00348	0.0041	0.002225	0.0029
OX359246.1	54400000	54600000	0.001135	0.00082	0.001275	0.00113	0.001325	0.001605	0.00154	0.001255	0.00117	0.00122	0.00121	0.00149
OX359246.1	54600000	54800000	3.5e-05	0.00165	0.00115	0.00139	0.001465	0.00124	0.00155	0.001105	0.001765	0.00064	4e-05	0.00139
OX359246.1	54800000	55000000	0.002155	6.5e-05	0.00215	0.00187	0.00045	0.000145	0.00059	0.000365	0.00152	0.000355	2e-05	0.000175
OX359246.1	55000000	55200000	0.002735	0.002535	0.002485	0.00242	0.00109	0.003305	0.000905	0.001475	0.002065	0.001745	0.000625	0.002325
OX359246.1	55200000	55400000	0.00294	0.003305	0.001865	0.001945	0.00342	0.001825	0.000735	0.002255	0.001025	0.001825	0.000385	0.002905
OX359246.1	55400000	55600000	0.00235	0.003905	0.002045	0.001885	0.003455	0.00345	0.00326	0.00337	0.00131	0.002465	0.00015	0.003465
OX359246.1	55600000	55800000	0.00016	0.001015	0.00018	0.00015	0.000135	0.000745	0.000325	0.00022	0.000285	9.5e-05	3e-05	0.000795
OX359246.1	55800000	56000000	0.000345	0.00051	0.00023	0.00039	0.00032	0.000245	0.00039	0.000285	0.000265	0.000325	0.00029	0.00032
OX359246.1	56000000	56200000	0.000625	0.001885	0.00217	0.000955	0.001805	0.00271	0.000265	0.002285	0.00033	4e-05	0.00161	0.0004
OX359246.1	56200000	56400000	0.001385	0.001455	0.001475	0.000655	0.000675	0.003585	0.0019	0.000745	0.00173	0.000845	0.00511	0.00092
OX359246.1	56400000	56600000	0.000355	0.000445	0.001445	0.00037	0.000515	0.000805	0.00154	0.000375	0.002145	0.000205	0.002825	0.00032
OX359246.1	56600000	56800000	0.001575	0.00064	0.00044	0.00305	0.001555	0.000665	0.001465	0.000705	0.001725	0.000675	0.00067	0.00053
OX359246.1	56800000	57000000	0.00298	0.00047	0.00295	0.000655	0.000405	0.000475	0.000455	0.000205	0.000475	0.000455	0.00036	0.00047
OX359246.1	57000000	57200000	0.00495	0.00036	0.00495	0.00047	0.00045	0.00048	0.0005	0.000565	0.00048	0.001	0.000175	0.00044
OX359246.1	57200000	57400000	0.000535	0.000135	0.000515	0.0001	0.000715	8.5e-05	0.000725	0.000905	0.00062	0.000885	0.000345	0.00034
OX359246.1	57400000	57600000	0.003195	0.00358	0.001235	0.004065	0.001645	0.001585	0.00066	0.00078	0.000935	0.00236	0.002105	0.00409
OX359246.1	57600000	57800000	0.00098	0.001465	0.002125	0.001725	0.001205	0.00125	0.000955	0.00126	0.0018	0.001215	0.001405	0.001525
OX359246.1	57800000	58000000	0.002165	0.0014	0.00201	0.002565	0.00248	0.002465	0.00183	0.001805	0.00223	0.002525	0.00101	0.001095
OX359246.1	58000000	58200000	0.002835	0.002695	0.003325	0.00304	0.001015	0.00229	0.00103	0.00096	0.0008	0.003125	0.000205	0.002815
OX359246.1	58200000	58400000	0.000665	0.000465	0.00264	0.003125	0.00634	0.00679	0.006025	0.003455	0.00647	0.002175	0.005995	0.00295
OX359246.1	58400000	58600000	0.000395	0.00027	0.000405	0.002165	0.00161	0.00168	0.001675	0.002075	0.00164	0.000305	0.00154	0.002145
OX359246.1	58600000	58800000	0.002845	0.00626	0.005895	0.004195	0.00575	0.005115	0.006735	0.00557	0.005145	0.0057	0.00359	0.005915
OX359246.1	58800000	59000000	0.00283	0.001605	0.004485	0.007045	0.001225	0.001825	0.00438	0.00309	0.005115	0.002925	0.002185	0.00554
OX359246.1	59000000	59200000	0.000555	0.001585	0.001535	0.001665	0.000595	0.000915	0.002485	0.001335	0.00149	0.00091	0.001555	0.00137
OX359246.1	59200000	59400000	0.002475	0.00196	0.002455	0.002965	0.001945	0.00188	0.00231	0.002045	0.00336	0.00263	0.001585	0.00253
OX359246.1	59400000	59600000	0.001105	0.001075	0.001055	0.00122	0.0027	0.00072	0.001085	0.000955	0.00075	0.00342	0.000135	0.003275
OX359246.1	59600000	59800000	0.00298	0.002775	0.000675	0.00253	0.002885	0.001685	0.00189	0.001355	0.00305	0.003505	0.000695	0.00213
OX359246.1	59800000	60000000	0.0043	0.002465	0.00198	0.00166	0.004525	0.00483	0.00265	0.00272	0.00307	0.00155	0.00125	0.0044
OX359246.1	60000000	60200000	0.004285	0.001675	0.00292	0.000805	0.004195	0.004265	0.000555	0.00084	0.00086	0.000825	0.0	0.004255
OX359246.1	60200000	60400000	0.004315	0.004275	0.00423	0.000145	0.004655	0.004385	0.00099	0.00058	0.00429	0.00284	0.00096	0.004275
OX359246.1	60400000	60600000	0.00827	0.00509	0.005075	0.00098	0.008385	0.00877	0.007385	0.00468	0.00341	0.00903	0.009245	0.006555
OX359246.1	60600000	60800000	0.000775	0.00325	0.00287	0.001145	0.001035	0.002335	0.00155	0.00151	0.00115	0.00113	0.00119	0.000885
OX359246.1	60800000	61000000	0.00327	0.00331	0.001605	0.00284	0.00133	0.003795	0.00199	0.00382	0.00331	0.00261	0.002725	0.002575
OX359246.1	61000000	61200000	0.00759	0.01269	0.006365	0.006665	0.00623	0.013605	0.00634	0.00818	0.003835	0.007415	0.00656	0.00701
OX359246.1	61200000	61400000	0.00608	0.01398	0.004695	0.005255	0.012005	0.009695	0.00539	0.011975	0.002805	0.009975	0.00971	0.00545
OX359246.1	61400000	61600000	0.00749	0.00686	0.007855	0.002985	0.007545	0.00831	0.00881	0.010905	0.00383	0.003035	0.004545	0.004195
OX359246.1	61600000	61800000	0.003765	0.00592	0.004335	0.004915	0.00604	0.0042	0.00472	0.00514	0.00355	0.00441	0.00583	0.005345
OX359246.1	61800000	62000000	0.000195	0.005715	0.001415	0.004515	0.00408	0.004385	0.00414	0.002255	0.00144	0.00455	0.000565	0.003245
OX359246.1	62000000	62200000	0.000115	0.00577	0.0003	0.00093	0.00047	0.003525	0.0006	0.000115	0.00075	0.002715	0.000505	0.000595
OX359246.1	62200000	62400000	0.001165	0.002745	0.002945	0.00364	0.000775	0.001175	0.00112	0.00224	0.003955	0.001395	0.00044	0.000795
OX359246.1	62400000	62600000	0.001235	0.000905	0.00082	0.00129	0.00095	0.001285	0.000555	0.001515	0.001155	0.000595	0.00084	0.001365
OX359246.1	62600000	62800000	0.00037	0.00042	0.00049	0.00045	0.000455	0.000395	0.00063	0.00065	0.00051	0.00046	0.001485	0.00069
OX359246.1	62800000	63000000	0.002245	0.002195	0.002385	0.001485	0.00111	0.002395	0.00257	0.002045	0.00172	0.001485	0.00017	0.00103
OX359246.1	63000000	63200000	0.0031	0.007345	0.002775	0.002645	0.00741	0.00483	0.002705	0.008165	0.007395	0.00333	0.0006	0.00798
OX359246.1	63200000	63400000	0.001305	0.00327	0.003415	0.007365	0.00335	0.00064	0.000885	0.00747	0.00177	0.001975	0.00061	0.007775
OX359246.1	63400000	63600000	0.001115	0.000875	0.00102	0.001565	0.000695	0.001045	0.00249	0.001095	0.000875	0.00104	0.000665	0.002375
OX359246.1	63600000	63800000	0.000885	0.001315	0.00122	0.001535	0.001635	0.001285	0.000675	0.000805	0.000995	0.00158	0.00114	0.00203
OX359246.1	63800000	64000000	0.004145	0.001005	0.004145	0.000605	0.0008	0.001125	0.00076	0.00186	0.001665	0.001065	0.000395	0.004805
OX359246.1	64000000	64200000	0.00907	0.009225	0.00631	0.013595	0.006225	0.01186	0.00614	0.009015	0.006245	0.010395	0.000255	0.011955
OX359246.1	64200000	64400000	0.00819	0.00794	0.002055	0.00802	0.002015	0.002255	0.002125	0.007715	0.002175	0.003135	4.5e-05	0.002795
OX359246.1	64400000	64600000	0.00302	0.002475	0.00348	0.002205	0.00053	0.000375	0.0005	0.002355	0.000595	0.00248	0.00036	0.00035
OX359246.1	64600000	64800000	0.001295	0.00125	0.005855	0.000785	0.00098	0.001265	0.001165	0.00062	0.001415	0.005175	0.001215	0.001185
OX359246.1	64800000	65000000	0.000165	2e-05	2.5e-05	3e-05	0.000165	0.000185	0.00021	6.5e-05	4e-05	7e-05	0.000175	3.5e-05
OX359246.1	65000000	65200000	0.001865	0.001575	0.00064	0.000615	0.0011	0.00075	0.00156	0.00135	0.00184	0.000815	0.000895	0.00137
OX359246.1	65200000	65400000	0.006645	0.00693	0.00214	0.00457	0.003155	0.000985	0.004585	0.00579	0.003205	0.000695	0.00204	0.006155
OX359246.1	65400000	65600000	0.00065	0.00518	0.004285	0.00292	0.000905	0.000195	0.00517	0.005365	0.00467	0.000785	0.00019	0.003725
OX359246.1	65600000	65800000	0.005135	0.00526	0.00151	0.00561	0.00245	0.001375	0.005565	0.005285	0.001965	0.00518	0.00113	0.00544
OX359246.1	65800000	66000000	0.00766	0.005615	0.001565	0.00624	0.00305	0.00485	0.007565	0.007695	0.004295	0.00442	0.00098	0.007225
OX359246.1	66000000	66200000	0.00442	0.00398	0.001695	0.00579	0.0035	0.005735	0.004715	0.004405	0.005145	0.000915	0.00154	0.00455
OX359246.1	66200000	66400000	0.00432	0.001905	0.00088	0.002135	0.001915	0.002115	0.001225	0.002305	0.00181	0.00187	0.00064	0.0012
OX359246.1	66400000	66600000	0.001255	0.000755	0.00088	0.001595	0.000815	0.001545	0.001855	0.00092	0.0057	0.006405	0.00076	0.001505
OX359246.1	66600000	66800000	0.003455	0.001635	0.00214	0.00222	0.000425	0.00239	0.005415	0.00174	0.00072	0.003665	0.00119	0.00392
OX359246.1	66800000	67000000	0.00077	0.003745	0.002885	0.006165	0.00122	0.00044	0.00197	0.003105	0.001865	0.00021	0.00386	0.003895
OX359246.1	67000000	67200000	0.002	0.00724	0.00488	0.003315	0.000995	0.00384	0.00511	0.0035	0.0045	0.00057	0.00486	0.00069
OX359246.1	67200000	67400000	0.005975	0.00312	0.00307	0.00527	0.00141	0.003785	0.00509	0.004685	0.00113	0.001075	0.001025	0.00119
OX359246.1	67400000	67600000	0.0002	0.001095	0.000365	0.000315	0.000355	0.000385	0.003105	0.000475	0.00034	0.00041	0.00011	0.003405
OX359246.1	67600000	67800000	0.003265	0.0031	0.001595	0.002445	0.00384	0.00051	0.002725	0.001615	0.00252	0.001955	0.00185	0.004345
OX359246.1	67800000	68000000	0.002515	0.001825	0.00085	0.001035	0.00312	0.00106	0.00121	0.00091	0.000725	0.001215	0.00093	0.00281
OX359246.1	68000000	68200000	0.000295	0.003185	0.00102	0.003065	0.00323	0.00245	0.00083	0.00025	0.00261	0.00011	8e-05	0.00087
OX359246.1	68200000	68400000	0.003435	0.004595	0.0039	0.002425	0.000805	0.005865	0.003415	0.003645	0.00607	0.0004	0.002	0.003805
OX359246.1	68400000	68600000	0.00635	0.006425	0.00655	0.001895	0.00016	0.00661	0.0066	0.006435	0.00638	0.0001	0.001825	0.00651
OX359246.1	68600000	68800000	0.001305	0.000685	0.00139	0.000755	0.00065	0.00063	0.00062	0.000935	0.00061	0.00096	0.00061	0.00098
OX359246.1	68800000	69000000	0.000225	0.00042	0.00111	0.000495	0.000265	0.000175	0.000685	0.000755	0.000225	0.001	0.0007	0.00124
OX359246.1	69000000	69200000	0.0	8.5e-05	0.00012	0.00013	5e-06	0.00013	0.00012	0.000125	0.00013	9e-05	0.0	5e-06
OX359246.1	69200000	69400000	0.00028	0.002255	0.00118	0.00081	0.0002	0.002445	0.00256	0.00231	0.003085	0.00302	0.00031	0.000235
OX359246.1	69400000	69600000	0.001475	0.00154	0.00142	0.001115	0.00124	0.00097	0.001675	0.001045	0.001715	0.001615	0.00102	0.00103
OX359246.1	69600000	69800000	0.001595	0.00097	0.001605	0.00146	0.00153	0.00152	0.00152	0.001595	0.000925	0.00097	0.00084	0.001535
OX359246.1	69800000	70000000	0.000405	0.000755	0.000685	0.000375	0.000395	0.000415	0.000365	0.000355	0.000405	0.00052	0.000655	0.000395
OX359246.1	70000000	70200000	0.000115	0.00014	0.000415	0.000145	0.000135	0.000355	0.000185	0.000155	0.000125	0.000155	0.00013	0.000455
OX359246.1	70200000	70400000	0.001325	0.00076	0.000485	0.00031	0.00152	0.00132	0.00088	0.001095	0.001055	0.00075	0.00012	0.00054
OX359246.1	70400000	70600000	0.007465	0.00823	0.00493	0.002375	0.005155	0.006865	0.0024	0.00299	0.00646	0.006095	0.00235	0.00318
OX359246.1	70600000	70800000	0.002535	0.003145	0.002895	0.00181	0.003415	0.00404	0.00295	0.004035	0.00337	0.002455	0.000255	0.003135
OX359246.1	70800000	71000000	0.00096	0.00343	0.00183	0.00208	0.00096	0.0014	0.001545	0.00317	0.00307	0.00194	0.000455	0.000545
OX359246.1	71000000	71200000	0.00034	0.000685	0.00031	0.00054	0.00015	0.000125	0.000975	0.000115	0.0008	0.0001	5e-05	0.000405
OX359246.1	71200000	71400000	0.000465	0.00266	0.002085	0.00225	0.00058	0.000535	0.00267	0.00115	0.002645	0.00041	0.000245	0.00263
OX359246.1	71400000	71600000	0.000345	0.002065	0.00174	0.00176	0.000945	0.00092	0.00158	0.00173	0.001995	0.00092	0.0009	0.001735
OX359246.1	71600000	71800000	0.000935	0.002245	0.005195	0.00491	0.000235	0.001115	0.001235	0.00033	0.00239	0.00025	0.00117	0.000745
OX359246.1	71800000	72000000	0.000945	0.00105	0.005265	0.005055	0.00116	0.00186	0.001335	0.001245	0.00132	0.00109	0.00107	0.001365
OX359246.1	72000000	72200000	0.002355	0.000985	0.003825	0.004215	0.002365	0.003475	0.00037	0.001205	0.00212	0.000935	0.001	0.000995
OX359246.1	72200000	72400000	0.004125	0.000975	0.00236	0.004045	0.00202	0.001825	0.00216	0.001035	0.000405	0.00038	0.00027	0.001025
OX359246.1	72400000	72600000	0.00132	0.00074	0.00055	0.000265	0.000465	0.00045	0.00052	0.00089	0.000745	0.00033	0.000435	0.000695
OX359246.1	72600000	72800000	0.000555	0.00095	0.00343	0.00213	0.00076	0.000905	0.00196	0.00109	0.00042	0.000215	0.00167	0.000855
OX359246.1	72800000	73000000	0.000155	0.000155	0.00019	0.000165	0.000235	0.000165	0.00018	0.00017	0.00013	0.000225	0.002835	0.00021
OX359246.1	73000000	73200000	0.000125	0.001585	0.00214	0.00029	0.000335	0.0011	0.001465	0.00049	0.000745	0.001395	0.000445	0.00205
OX359246.1	73200000	73400000	0.0003	0.00053	0.00222	0.00031	0.00078	0.0005	0.002165	0.00141	0.00265	0.00049	0.000265	0.002145
OX359246.1	73400000	73600000	0.00056	0.00058	0.000595	0.000595	0.00055	0.000405	0.00047	0.00058	0.000555	0.00058	0.000555	0.000575
OX359246.1	73600000	73800000	0.00129	0.00145	0.0014	0.00172	0.00139	0.001335	0.001445	0.001855	0.00171	0.00131	0.001345	0.00139
OX359246.1	73800000	74000000	0.000985	0.00103	0.001165	0.00102	0.00027	0.00126	0.001255	0.00126	0.00017	0.000905	0.00069	0.00043
OX359246.1	74000000	74200000	7.5e-05	2.5e-05	3.5e-05	4e-05	1e-05	6e-05	9.5e-05	1.5e-05	8e-05	4.5e-05	4.5e-05	6e-05
OX359246.1	74200000	74400000	0.000315	0.000275	0.00038	0.00022	0.00028	0.000265	0.000195	0.00027	0.00042	0.000305	0.00037	0.00034
OX359246.1	74400000	74600000	0.000215	0.000395	0.00068	0.00065	0.00074	0.000375	0.000815	0.000265	0.000205	0.00025	0.0004	0.00075
OX359246.1	74600000	74800000	0.00046	0.00039	0.000425	0.000445	0.00048	0.000455	0.00045	0.00049	0.001105	0.000445	0.000265	0.000365
OX359246.1	74800000	75000000	1.5e-05	3e-05	7e-05	7e-05	8e-05	3.5e-05	0.00011	7e-05	0.00105	4e-05	0.00039	4.5e-05
OX359246.1	75000000	75200000	0.00025	0.0011	0.000475	0.00068	0.000415	0.000315	0.00039	0.000275	0.00135	0.000315	0.0009	0.00029
OX359246.1	75200000	75400000	0.0028	0.002535	0.00255	0.00101	0.00214	0.001765	0.00155	0.002235	0.00145	0.00119	0.000405	0.001375
OX359246.1	75400000	75600000	0.00071	0.001935	0.00196	0.00067	0.0004	0.000885	0.000515	0.000875	0.00168	0.00083	0.000605	0.002125
OX359247.1	0	200000	0.000905	0.00122	0.00086	0.000405	0.000725	0.00095	0.000425	0.000895	0.00091	0.000425	0.000615	0.00088
OX359247.1	200000	400000	0.00073	0.00085	0.00022	0.000295	0.00042	0.000485	0.000635	0.000485	0.0005	0.00023	0.00048	0.000645
OX359247.1	400000	600000	0.00061	0.000445	0.000495	0.000425	0.000425	0.000445	0.000375	0.00046	0.000465	0.000365	0.000865	0.000475
OX359247.1	600000	800000	0.000455	0.00103	0.000465	0.000195	0.000255	0.000535	0.000535	0.00056	0.000565	0.00013	0.00022	0.00056
OX359247.1	800000	1000000	0.00276	0.001625	0.001945	0.002045	0.00154	0.00075	0.001205	0.001575	0.00161	0.001165	0.000205	0.00149
OX359247.1	1000000	1200000	0.00119	0.001805	0.00143	0.001325	0.000165	0.00153	0.00251	0.00231	0.001695	0.00161	0.000215	0.001765
OX359247.1	1200000	1400000	0.00129	0.001175	0.00127	0.00052	0.001425	0.00172	0.00104	0.001575	0.0021	0.001365	0.001865	0.00105
OX359247.1	1400000	1600000	0.002325	0.00178	0.001945	0.002575	0.00174	0.00045	0.00248	0.001275	0.002505	0.00214	0.003575	0.001385
OX359247.1	1600000	1800000	0.000575	0.000955	0.00052	0.000565	0.00079	0.00034	0.00041	0.00048	0.00058	0.0002	0.00512	0.000805
OX359247.1	1800000	2000000	0.00106	0.00098	0.001545	0.001	0.00024	0.00142	0.0016	0.000325	0.001615	0.001995	0.003985	0.000605
OX359247.1	2000000	2200000	0.003065	0.00343	0.000615	0.00282	0.003625	0.000605	0.001075	0.000875	0.00074	0.00286	0.000545	0.001445
OX359247.1	2200000	2400000	0.00288	0.002915	0.00345	0.001365	0.003745	0.00132	0.00138	0.00038	0.00154	0.001255	0.00121	0.00384
OX359247.1	2400000	2600000	0.0029	0.00284	0.004085	0.003685	0.00435	0.00316	0.00376	0.00158	0.002725	0.00215	0.002015	0.003445
OX359247.1	2600000	2800000	0.00123	0.000565	0.0041	0.004065	0.00048	0.001345	0.000685	0.00038	0.00043	0.00091	0.00077	0.001555
OX359247.1	2800000	3000000	0.00099	0.00109	0.001215	0.001025	0.000785	0.001135	0.000975	0.00091	0.000985	0.00048	0.00345	0.000645
OX359247.1	3000000	3200000	0.00085	0.00081	0.00065	0.00081	0.00065	0.00086	0.00067	0.001225	0.00093	0.00066	0.000995	0.0006
OX359247.1	3200000	3400000	0.001015	0.00072	0.000435	0.000485	0.000675	0.000575	0.00048	0.000735	0.000725	0.00041	0.0015	0.00059
OX359247.1	3400000	3600000	0.00053	0.0005	0.000355	0.00041	0.00052	0.000465	0.00049	0.000665	0.00059	0.000505	0.00044	0.00034
OX359247.1	3600000	3800000	0.001105	0.000855	0.002635	0.002615	0.002465	0.002935	0.00242	0.000695	0.00079	0.000705	0.00152	0.002135
OX359247.1	3800000	4000000	0.0009	0.0011	0.0009	0.00129	0.000805	0.00148	0.00056	0.00117	0.00061	0.00092	0.004335	0.00051
OX359247.1	4000000	4200000	0.000545	0.000925	0.0015	0.000545	0.000825	0.00036	0.00072	0.00052	0.001715	0.00048	0.00052	0.00065
OX359247.1	4200000	4400000	0.00317	0.002235	0.002015	0.00274	0.00207	0.001845	0.0023	0.002775	0.002835	0.002505	0.00266	0.00249
OX359247.1	4400000	4600000	0.001255	0.001465	0.000525	0.000295	0.000705	0.00116	0.001475	0.000975	0.000625	0.00017	0.002995	0.000465
OX359247.1	4600000	4800000	0.00105	0.000535	0.000475	8e-05	0.0007	0.000685	0.000495	0.000965	5e-05	0.00103	0.003105	0.000765
OX359247.1	4800000	5000000	0.002085	0.0016	0.0018	0.00065	0.002055	0.002005	0.00021	0.00035	0.0009	0.002035	0.0003	0.00064
OX359247.1	5000000	5200000	0.00204	0.00207	0.00173	0.00052	0.001645	0.002085	0.000465	0.000515	0.00063	0.00203	0.000655	0.00059
OX359247.1	5200000	5400000	0.004175	0.004205	0.00095	0.001495	0.00011	0.00442	0.001135	0.001245	0.00452	0.00432	0.002535	0.00056
OX359247.1	5400000	5600000	0.006185	0.006175	0.00152	0.001485	0.00077	0.006745	0.00202	0.00341	0.005925	0.006885	0.00509	0.001785
OX359247.1	5600000	5800000	0.003155	0.002985	0.00027	0.000365	0.000455	0.003045	0.00021	0.000365	0.003045	0.00303	0.001375	7.5e-05
OX359247.1	5800000	6000000	0.00444	0.00476	0.00097	0.000915	0.000745	0.004535	0.000955	0.00061	0.004575	0.004385	0.00045	0.000915
OX359247.1	6000000	6200000	0.00288	0.00365	0.00261	0.00216	0.000165	0.003365	0.001975	0.002435	0.003265	0.003415	0.002585	0.00201
OX359247.1	6200000	6400000	0.00379	0.006175	9.5e-05	7e-05	0.000155	0.003795	0.00537	0.00053	0.003775	0.003775	0.00333	0.00538
OX359247.1	6400000	6600000	0.0039	0.003805	0.000425	0.000325	0.000105	0.003865	0.000165	7e-05	0.00381	0.00377	0.00369	0.000115
